1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
"(13, '199705120UTA')","(9, '199805170CHI')","(4, '199906070NYK')","(4, '200005140UTA')","(2, '200105140SAS')","(0, '200205190NJN')","(14, '200305160PHI')","(2, '200405090LAL')","(14, '200505110PHO')","(9, '200605120NJN')","(8, '200705080PHO')","(15, '200805100ORL')","(6, '200905090DAL')","(0, '201005100ATL')","(16, '201105020LAL')","(6, '201205210BOS')","(0, '201305160NYK')","(8, '201405130IND')","(13, '201505060HOU')","(5, '201605150TOR')","(8, '201705150BOS')","(11, '201805080HOU')","(0, '201904300GSW')","(6, '202009030LAC')","(26, '202106160PHI')","(5, '202205100MIA')","(16, '202305110PHI')","(6, '202405150OKC')"
"(16, '199705200CHI')","(9, '199805190CHI')","(14, '199906090IND')","(9, '200005160POR')","(6, '200105220PHI')","(4, '200205210NJN')","(11, '200305050NJN')","(11, '200405110LAL')","(9, '200505130DAL')","(7, '200605140NJN')","(10, '200705120SAS')","(8, '200805130DET')","(14, '200905110DAL')","(14, '201005020LAL')","(8, '201105040LAL')","(6, '201205230PHI')","(12, '201305180IND')","(16, '201405150WAS')","(3, '201505080LAC')","(0, '201605010GSW')","(0, '201705020GSW')","(8, '201804300BOS')","(13, '201905040HOU')","(0, '202009050LAC')","(12, '202106180ATL')","(8, '202205120PHI')","(9, '202305140BOS')","(17, '202405180DAL')"
"(4, '199705220CHI')","(8, '199805230IND')","(9, '199906110NYK')","(0, '200005230IND')","(2, '200105240PHI')","(26, '200205250BOS')","(8, '200305070NJN')","(16, '200405130SAS')","(4, '200505150DAL')","(12, '200605160MIA')","(11, '200705140SAS')","(6, '200805040LAL')","(6, '200905130DEN')","(7, '201005040LAL')","(8, '201105060DAL')","(8, '201205260BOS')","(12, '201305050OKC')","(5, '201405060MIA')","(8, '201505100LAC')","(17, '201605030GSW')","(0, '201705040GSW')","(22, '201805030BOS')","(7, '201905060HOU')","(12, '202009070DEN')","(7, '202106200PHI')","(0, '202205020PHO')","(6, '202304290DEN')","(14, '202405040DEN')"
"(5, '199705240MIA')","(12, '199805250IND')","(11, '199905290SAS')","(8, '200005250IND')","(8, '200105260MIL')","(15, '200205270BOS')","(3, '200305090BOS')","(8, '200405150LAL')","(8, '200505180PHO')","(8, '200605070SAS')","(16, '200705160PHO')","(2, '200805070LAL')","(7, '200905050CLE')","(13, '201005080UTA')","(6, '201105080DAL')","(6, '201205150SAS')","(7, '201305070OKC')","(7, '201405080MIA')","(5, '201505120HOU')","(8, '201605070POR')","(11, '201705060UTA')","(10, '201805050PHI')","(20, '201905080GSW')","(18, '202009090DEN')","(10, '202106070PHO')","(10, '202205040PHO')","(8, '202305010DEN')","(2, '202405060DEN')"
"(11, '199705260MIA')","(3, '199805270CHI')","(18, '199905310SAS')","(9, '200005270NYK')","(7, '200105280MIL')","(2, '200205290NJN')","(8, '200305120BOS')","(11, '200405040MIN')","(16, '200505200DAL')","(1, '200605090SAS')","(4, '200705180SAS')","(8, '200805090UTA')","(4, '200905070CLE')","(4, '201005100UTA')","(2, '201105010OKC')","(4, '201205170SAS')","(10, '201305110MEM')","(5, '201405100BRK')","(19, '201505140LAC')","(16, '201605090POR')","(0, '201705080UTA')","(7, '201805070PHI')","(8, '201905100HOU')","(16, '202009110LAC')","(2, '202106090PHO')","(6, '202205060DAL')","(16, '202305050PHO')","(4, '202405100MIN')"
"(0, '199705280CHI')","(10, '199805290IND')","(8, '199906040POR')","(2, '200005290NYK')","(16, '200105300PHI')","(11, '200205310BOS')","(2, '200305060DAL')","(14, '200405080MIN')","(0, '200505080SAS')","(13, '200605130DAL')","(10, '200705070UTA')","(12, '200805110UTA')","(12, '200905090ATL')","(14, '201005030PHO')","(4, '201105030OKC')","(24, '201205190LAC')","(17, '201305130MEM')","(9, '201405120BRK')","(4, '201505170HOU')","(11, '201605110GSW')","(2, '201705010SAS')","(12, '201805090BOS')","(6, '201904290DEN')","(19, '202009130DEN')","(3, '202106110DEN')","(3, '202205080DAL')","(9, '202305070PHO')","(7, '202405120MIN')"
"(4, '199705190UTA')","(13, '199805310CHI')","(12, '199906060POR')","(18, '200005310IND')","(4, '200106010MIL')","(0, '200205180SAC')","(10, '200305080DAL')","(15, '200405100SAC')","(2, '200505100SAS')","(9, '200605150DAL')","(12, '200705090UTA')","(12, '200805140LAL')","(7, '200905110ATL')","(11, '201005050PHO')","(16, '201105070MEM')","(12, '201205200LAC')","(7, '201305150OKC')","(10, '201405140MIA')","(3, '201505030GSW')","(2, '201604300SAS')","(9, '201705030SAS')","(14, '201805010TOR')","(4, '201905010DEN')","(12, '202009150LAC')","(2, '202106130DEN')","(8, '202205100PHO')","(15, '202305090DEN')","(7, '202405140DEN')"
"(5, '199705210UTA')","(0, '199805160UTA')","(6, '199906160SAS')","(9, '200006020NYK')","(9, '200106030PHI')","(7, '200205200SAC')","(16, '200305100SAC')","(17, '200405120SAC')","(10, '200505120SEA')","(10, '200605170SAS')","(13, '200705110GSW')","(0, '200805160UTA')","(5, '200905040BOS')","(18, '201005070SAS')","(18, '201105090MEM')","(6, '201205140OKC')","(18, '201305060SAS')","(0, '201405060SAS')","(2, '201505050GSW')","(13, '201605020SAS')","(6, '201705050HOU')","(9, '201805030TOR')","(10, '201905030POR')","(7, '202009040LAL')","(14, '202106080UTA')","(5, '202205120DAL')","(3, '202305110PHO')","(7, '202405160MIN')"
"(13, '199705230HOU')","(9, '199805180UTA')","(5, '199906180SAS')","(7, '200005200LAL')","(6, '200105190SAS')","(3, '200205240LAL')","(6, '200305110SAC')","(9, '200405140MIN')","(8, '200505150SEA')","(8, '200605190DAL')","(8, '200705130GSW')","(11, '200805030NOH')","(0, '200905060BOS')","(11, '201005090SAS')","(6, '201105110OKC')","(7, '201205160OKC')","(3, '201305080SAS')","(5, '201405080SAS')","(5, '201505090MEM')","(15, '201605060OKC')","(0, '201705070HOU')","(17, '201805050CLE')","(9, '201905050POR')","(21, '202009060LAL')","(21, '202106100UTA')","(0, '202205150PHO')","(14, '202305020GSW')","(20, '202405190DEN')"
"(8, '199705250HOU')","(10, '199805220LAL')","(14, '199906210NYK')","(8, '200005220LAL')","(14, '200105210SAS')","(24, '200205260LAL')","(15, '200305130DAL')","(9, '200405160SAC')","(9, '200505170SAS')","(20, '200605220SAS')","(7, '200705150UTA')","(7, '200805050NOH')","(0, '200905080ORL')","(7, '201005170LAL')","(13, '201105130MEM')","(12, '201205180LAL')","(11, '201305100GSW')","(7, '201405100POR')","(5, '201505110MEM')","(11, '201605080OKC')","(9, '201705090SAS')","(10, '201805070CLE')","(8, '201905070DEN')","(6, '202009080HOU')","(8, '202106120LAC')","(13, '202205010MEM')","(7, '202305040GSW')","(10, '202405070BOS')"
"(6, '199705270UTA')","(4, '199805240LAL')","(7, '199906230NYK')","(14, '200005260POR')","(4, '200105250LAL')","(10, '200205280SAC')","(9, '200305150SAC')","(13, '200405190MIN')","(9, '200505190SEA')","(11, '200605080PHO')","(9, '200705210DET')","(8, '200805080SAS')","(9, '200905100ORL')","(14, '201005190LAL')","(5, '201105150OKC')","(13, '201205190LAL')","(11, '201305120GSW')","(6, '201405120POR')","(13, '201505130GSW')","(13, '201605100SAS')","(7, '201705110HOU')","(3, '201805130BOS')","(10, '201905090POR')","(2, '202009100HOU')","(2, '202106140LAC')","(11, '202205030MEM')","(11, '202305060LAL')","(9, '202405090BOS')"
"(13, '199705290HOU')","(8, '199806030UTA')","(9, '199906250NYK')","(11, '200005280POR')","(0, '200105270LAL')","(7, '200205310LAL')","(12, '200305170DAL')","(9, '200405220IND')","(14, '200505230MIA')","(2, '200605100PHO')","(12, '200705240DET')","(2, '200805110SAS')","(14, '200905120BOS')","(9, '201005230PHO')","(8, '201105150CHI')","(6, '201205210OKC')","(3, '201305140SAS')","(7, '201405140SAS')","(0, '201505150MEM')","(6, '201605120OKC')","(25, '201705140GSW')","(11, '201805150BOS')","(17, '201905120DEN')","(0, '202009120LAL')","(10, '202106160UTA')","(13, '202205070GSW')","(12, '202305080LAL')","(4, '202405110CLE')"
"(7, '199706010CHI')","(8, '199806050UTA')",,"(2, '200005300LAL')","(15, '200106060LAL')","(9, '200206020SAC')","(8, '200305050SAS')","(9, '200405240IND')","(14, '200505250MIA')","(11, '200605120LAC')","(8, '200705270CLE')","(7, '200805130NOH')","(10, '200905140ORL')","(10, '201005250PHO')","(11, '201105180CHI')","(9, '201205270SAS')","(4, '201305160GSW')","(6, '201405050OKC')","(9, '201505200ATL')","(7, '201605170CLE')","(0, '201705160GSW')","(0, '201805190CLE')","(13, '201905150MIL')","(14, '202009150BOS')","(25, '202106180LAC')","(12, '202205090GSW')","(12, '202305100GSW')","(13, '202405130CLE')"
"(0, '199706040CHI')","(5, '199806070CHI')",,"(3, '200006020POR')","(7, '200106080LAL')","(2, '200206050LAL')","(4, '200305070SAS')","(2, '200405260DET')","(10, '200505290DET')","(7, '200605140LAC')","(12, '200705290CLE')","(3, '200805150SAS')","(2, '200905170BOS')","(18, '201005270LAL')","(6, '201105220MIA')","(0, '201205290SAS')","(7, '201305220MIA')","(11, '201405070OKC')","(6, '201505220ATL')","(8, '201605190CLE')","(7, '201705200SAS')","(2, '201805210CLE')","(0, '201905170MIL')","(17, '202009170BOS')","(8, '202106200PHO')","(0, '202205110MEM')","(2, '202305120LAL')","(6, '202405150BOS')"
"(3, '199706060UTA')","(7, '199806100CHI')",,"(16, '200006040LAL')","(5, '200106100PHI')","(0, '200206070LAL')","(0, '200305090LAL')","(3, '200405280DET')","(3, '200505310DET')","(19, '200605160PHO')","(8, '200705310DET')","(11, '200805190NOH')","(16, '200905200CLE')","(6, '201005290PHO')","(11, '201105240MIA')","(8, '201205310OKC')","(13, '201305240MIA')","(7, '201405090LAC')","(10, '201505240CLE')","(5, '201605210TOR')","(2, '201705220SAS')","(5, '201805230BOS')","(11, '201905190TOR')","(0, '202009190MIA')","(9, '202106220PHO')","(9, '202205130GSW')","(2, '202305160DEN')","(13, '202405210BOS')"
"(7, '199706080UTA')","(8, '199806120CHI')",,"(2, '200006070LAL')","(3, '200106130PHI')","(14, '200206090NJN')","(16, '200305110LAL')","(8, '200405300IND')","(4, '200506020MIA')","(8, '200605180LAC')","(9, '200706020CLE')","(8, '200805200BOS')","(23, '200905220CLE')","(0, '201005160ORL')","(13, '201105260CHI')","(8, '201206020OKC')","(4, '201305260IND')","(22, '201405110LAC')","(2, '201505260CLE')","(18, '201605230TOR')","(0, '201705170BOS')","(6, '201805250CLE')","(7, '201905210TOR')","(12, '202009230MIA')","(8, '202106240LAC')","(4, '202205180GSW')","(11, '202305180DEN')","(6, '202405230BOS')"
"(16, '199706110UTA')","(9, '199806140UTA')",,"(5, '200006090LAL')","(7, '200106150PHI')","(11, '200206120NJN')","(2, '200305130SAS')","(14, '200406010DET')","(4, '200506040DET')","(10, '200605220PHO')","(7, '200705200SAS')","(9, '200805220BOS')","(10, '200905240ORL')","(11, '201005180ORL')","(9, '201105170DAL')","(14, '201206040SAS')","(11, '201305280IND')","(15, '201405130OKC')","(16, '201505190GSW')","(2, '201605250CLE')","(0, '201705190BOS')","(12, '201805270BOS')","(14, '201905230MIL')","(12, '202009250BOS')","(0, '202106260LAC')","(19, '202205200GSW')","(14, '202305200LAL')","(18, '202405250IND')"
"(10, '199706130CHI')",,,"(2, '200006110IND')",,,"(9, '200305150LAL')","(7, '200405210MIN')","(10, '200506060MIA')","(12, '200605230DET')","(5, '200705220SAS')","(11, '200805240DET')","(8, '200905260ORL')","(0, '201005220BOS')","(11, '201105190DAL')","(18, '201206060OKC')","(7, '201305300MIA')","(16, '201405150LAC')","(17, '201505210GSW')","(3, '201605270TOR')","(21, '201705210CLE')","(9, '201805140HOU')","(15, '201905250TOR')","(9, '202009270MIA')","(15, '202106280PHO')","(12, '202205220DAL')","(15, '202305220LAL')","(9, '202405270IND')"
,,,"(10, '200006140IND')",,,"(12, '200305180DET')","(3, '200405230MIN')","(11, '200505220PHO')","(2, '200605250DET')","(9, '200705260UTA')","(0, '200805260DET')","(22, '200905280CLE')","(10, '201005240BOS')","(0, '201105210OKC')","(11, '201205280MIA')","(6, '201306010IND')","(0, '201405180IND')","(3, '201505230HOU')","(14, '201605160GSW')","(16, '201705230CLE')","(3, '201805160HOU')","(5, '201905140GSW')","(6, '202009180LAL')","(10, '202106300LAC')","(6, '202205240DAL')","(13, '202305170BOS')","(9, '202405220MIN')"
,,,"(6, '200006160IND')",,,"(11, '200305200DET')","(3, '200405250LAL')","(13, '200505240PHO')","(3, '200605270MIA')","(4, '200705280UTA')","(8, '200805280BOS')","(4, '200905300ORL')","(5, '201005260ORL')","(15, '201105230OKC')","(15, '201205300MIA')","(6, '201306030MIA')","(8, '201405200IND')","(0, '201505250HOU')","(9, '201605180GSW')","(3, '201705250BOS')","(5, '201805200GSW')","(17, '201905160GSW')","(16, '202009200LAL')","(9, '202106230MIL')","(2, '202205260GSW')","(12, '202305190BOS')","(18, '202405240MIN')"
,,,"(12, '200006190LAL')",,,"(7, '200305220NJN')","(6, '200405270LAL')","(2, '200505280SAS')","(14, '200605290MIA')","(4, '200705300SAS')","(10, '200805300DET')","(13, '200905190LAL')","(6, '201005280BOS')","(8, '201105250DAL')","(6, '201206010BOS')","(2, '201305190SAS')","(15, '201405240MIA')","(8, '201505270GSW')","(13, '201605220OKC')","(4, '201706010GSW')","(12, '201805220GSW')","(18, '201905180POR')","(6, '202009220DEN')","(0, '202106250MIL')","(13, '202205170MIA')","(5, '202305210MIA')","(12, '202405260DAL')"
,,,,,,"(2, '200305240NJN')","(10, '200405290MIN')","(7, '200505300SAS')","(11, '200605310DET')","(6, '200706070SAS')","(20, '200805210LAL')","(14, '200905210LAL')","(6, '201006030LAL')","(8, '201105310MIA')","(18, '201206030BOS')","(18, '201305210SAS')","(0, '201405260MIA')","(14, '201506040GSW')","(2, '201605240OKC')","(6, '201706040GSW')","(11, '201805240HOU')","(17, '201905200POR')","(3, '202009240DEN')","(15, '202106270ATL')","(10, '202205190MIA')","(9, '202305230MIA')","(12, '202405280DAL')"
,,,,,,"(18, '200305190SAS')","(13, '200405310LAL')","(7, '200506010PHO')","(2, '200606020MIA')","(2, '200706100SAS')","(6, '200805230LAL')","(8, '200905230DEN')","(14, '201006060LAL')","(15, '201106020MIA')","(13, '201206050MIA')","(18, '201305250MEM')","(11, '201405280IND')","(11, '201506070GSW')","(10, '201605260GSW')","(8, '201706070CLE')","(17, '201805260GSW')","(7, '201905300TOR')","(16, '202009260LAL')","(10, '202106290ATL')","(0, '202205210BOS')","(2, '202305250BOS')","(8, '202405300MIN')"
,,,,,,"(2, '200305210SAS')","(5, '200406060LAL')","(13, '200506090SAS')","(9, '200605240DAL')","(8, '200706120CLE')","(7, '200805250SAS')","(1, '200905250DEN')","(7, '201006080BOS')","(14, '201106050DAL')","(4, '201206070BOS')","(4, '201305270MEM')","(7, '201405300MIA')","(7, '201506090CLE')","(13, '201605280OKC')","(0, '201706090CLE')","(15, '201805280HOU')","(12, '201906020TOR')","(13, '202009300LAL')","(0, '202107010MIL')","(0, '202205230BOS')","(13, '202305270MIA')","(4, '202406060BOS')"
,,,,,,"(11, '200305230DAL')","(11, '200406080LAL')","(0, '200506120SAS')","(8, '200605260DAL')","(11, '200706140CLE')","(14, '200805270SAS')","(7, '200905270LAL')","(8, '201006100BOS')","(9, '201106070DAL')","(11, '201206090MIA')","(9, '201306060MIA')","(15, '201405190SAS')","(7, '201506110CLE')","(13, '201605300GSW')","(8, '201706120GSW')","(11, '201805310GSW')","(2, '201906050GSW')","(2, '202010020LAL')","(0, '202107030ATL')","(7, '202205250MIA')","(5, '202305290BOS')","(7, '202406090BOS')"
,,,,,,"(9, '200305250DAL')","(0, '200406100DET')","(7, '200506140DET')","(11, '200605280PHO')",,"(17, '200805290LAL')","(6, '200905290DEN')","(8, '201006130BOS')","(9, '201106090DAL')","(13, '201206120OKC')","(8, '201306090MIA')","(7, '201405210SAS')","(7, '201506140GSW')","(14, '201606020GSW')",,"(0, '201806030GSW')","(11, '201906070GSW')","(14, '202010040MIA')","(7, '202107060PHO')","(13, '202205270BOS')","(2, '202306010DEN')","(13, '202406120DAL')"
,,,,,,"(19, '200305270SAS')","(5, '200406130DET')","(4, '200506160DET')","(8, '200605300PHO')",,"(7, '200806050BOS')","(5, '200906040LAL')","(3, '201006150LAL')","(12, '201106120MIA')","(0, '201206140OKC')","(11, '201306110SAS')","(4, '201405250OKC')","(13, '201506160CLE')","(6, '201606050GSW')",,"(13, '201806060CLE')","(14, '201906100TOR')","(7, '202010060MIA')","(9, '202107080PHO')","(0, '202205290MIA')","(15, '202306040DEN')","(4, '202406140DAL')"
,,,,,,"(15, '200305290DAL')","(7, '200406150DET')","(9, '200506190DET')","(14, '200606010DAL')",,"(7, '200806080BOS')","(7, '200906070LAL')","(13, '201006170LAL')",,"(10, '201206170MIA')","(10, '201306130SAS')","(8, '201405270OKC')",,"(0, '201606080CLE')",,"(11, '201806080CLE')","(9, '201906130GSW')","(11, '202010090LAL')","(6, '202107110MIL')","(15, '202206020GSW')","(5, '202306070MIA')","(0, '202406170BOS')"
,,,,,,"(6, '200306040SAS')",,"(6, '200506210SAS')","(18, '200606030PHO')",,"(11, '200806100LAL')","(9, '200906090ORL')",,,"(17, '201206190MIA')","(5, '201306160SAS')","(7, '201405290SAS')",,"(8, '201606100CLE')",,,,"(5, '202010110MIA')","(9, '202107140MIL')","(9, '202206050GSW')","(7, '202306090MIA')",
,,,,,,"(8, '200306060SAS')",,"(9, '200506230SAS')","(11, '200606080DAL')",,"(24, '200806120LAL')","(12, '200906110ORL')",,,"(2, '201206210MIA')","(13, '201306180MIA')","(12, '201405310OKC')",,"(7, '201606130GSW')",,,,,"(16, '202107170PHO')","(18, '202206080BOS')","(10, '202306120DEN')",
,,,,,,"(8, '200306080NJN')",,,"(7, '200606110DAL')",,"(19, '200806150LAL')","(9, '200906140ORL')",,,,"(7, '201306200MIA')","(9, '201406050SAS')",,"(0, '201606160CLE')",,,,,"(13, '202107200MIL')","(7, '202206100BOS')",,
,,,,,,"(15, '200306110NJN')",,,"(13, '200606130MIA')",,"(4, '200806170BOS')",,,,,,"(11, '201406080SAS')",,"(8, '201606190GSW')",,,,,,"(16, '202206130GSW')",,
,,,,,,"(9, '200306130NJN')",,,"(4, '200606150MIA')",,,,,,,,"(2, '201406100MIA')",,,,,,,,"(12, '202206160BOS')",,
,,,,,,"(12, '200306150SAS')",,,"(11, '200606180MIA')",,,,,,,,"(2, '201406120MIA')",,,,,,,,,,
,,,,,,,,,"(14, '200606200DAL')",,,,,,,,"(16, '201406150SAS')",,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
